"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"5.086519114688128","2.1576941202969293E-4","0.1965981012658228","0.0","3","8","false","v43689","32.333333333333336","0","3","0","0.9340884013759979","false","0","v43689","8342","0.746031746031746"
"4.0","0.003367295136018935","0.25","0.0","4","6","false","v44027","20.5","0","4","0","0.9516129032258065","false","0","v44027","51142","0.2867647058823529"
"4.104627766599598","6.921485825648459E-5","0.24362745098039215","0.0","2","6","false","v44028","40.5","0","2","0","0.9499253586032322","false","0","v44028","2312","0.6370967741935484"
"3.613682092555332","0.006422337822622091","0.27672605790645877","0.0","7","6","false","v44120","36.857142857142854","0","7","0","0.9578438372168495","false","0","v44120","124216","0.2696025778732546"
"4.229376257545272","0.004832323246474771","0.23644148430066603","0.0","6","7","false","Eubacterium_ramulus","4.666666666666667","0","6","0","0.9479132861686247","false","0","Eubacterium_ramulus","73068","0.3055555555555556"
"3.806841046277666","0.0010950535084102383","0.26268498942917545","0.0","3","6","false","v28748","42.666666666666664","0","3","0","0.954728370221328","false","0","v28748","26578","0.45787545787545786"
"3.734406438631791","0.0015681137036880925","0.2677801724137931","0.0","3","6","false","v29257","50.666666666666664","0","3","0","0.9558966703446485","false","0","v29257","27884","0.48220064724919093"
"3.629778672032193","0.0013719217706304654","0.2754988913525499","0.0","3","6","false","v32474","55.0","0","3","0","0.9575842149672227","false","0","v32474","37428","0.4864864864864865"
"3.7062374245472838","0.007122166677658124","0.2698154180238871","0.0","3","6","false","v32490","48.333333333333336","0","3","0","0.9563510092814954","false","0","v32490","120598","0.41887905604719766"
"4.494969818913481","0.0","0.2224709042076992","0.0","1","8","false","v32720","41.0","0","1","0","0.9436295190497825","false","0","v32720","0","0.0"
"4.402414486921529","0.0","0.22714808043875687","0.0","1","6","false","v33344","38.0","0","1","0","0.9451223469851366","false","0","v33344","0","0.0"
"5.565392354124748","0.0","0.17968185104844542","0.0","1","8","false","v33356","5.0","0","1","0","0.9263646394496009","false","0","v33356","0","0.0"
"4.374245472837022","0.0","0.22861085556577737","0.0","1","6","false","v34177","25.0","0","1","0","0.9455766859219835","false","0","v34177","0","0.0"
"3.694164989939638","0.002799841601809912","0.2706971677559913","0.0","4","6","false","v34382","41.0","0","4","0","0.9565457259687156","false","0","v34382","41250","0.3669724770642202"
"3.847082494969819","1.9309396646726635E-4","0.25993723849372385","0.0","2","6","false","v38201","50.5","0","2","0","0.954079314597261","false","0","v38201","4880","0.61875"
"4.374245472837022","0.0","0.22861085556577737","0.0","1","6","false","v40307","45.0","0","1","0","0.9455766859219835","false","0","v40307","0","0.0"
"3.448692152917505","0.019268186970569454","0.28996499416569427","0.0","12","6","false","v40506","28.916666666666668","0","12","0","0.9605049652755242","false","0","v40506","386632","0.17668776371308018"
"4.503018108651911","0.0","0.22207327971403037","0.0","1","7","false","v41840","26.0","0","1","0","0.9434997079249691","false","0","v41840","0","0.0"
"1.8","0.0","0.5555555555555556","0.0","1","2","false","v42022","5.0","0","1","0","0.8400000000000001","false","0","v42022","0","0.0"
